distrito_sap,ruta,nip_cliente,nombre_cliente,status_registro
4210,RT017,200001086,Frutería El Progreso 83,registrado
4210,RT009,200000906,Depósito Las Flores 76,registrado
4210,RT011,200001816,Minisuper La Fortuna 25,no registrado
4210,RT012,200001816,Minisuper La Fortuna 25,no registrado
4210,RT018,200000806,Mercadito El Trebol 15,registrado
4210,RT008,200001419,Minisuper Los Pinos 8,registrado
4210,RT018,200001419,Minisuper Los Pinos 8,registrado
4210,RT016,200000668,Comercial El Encanto 55,registrado
4210,RT004,200000437,Mini Market El Encanto 42,no registrado
4210,RT017,200002031,Mercadito Los Pinos 72,registrado
4210,RT018,200001192,Minisuper Los Alamos 75,registrado
4210,RT012,200000011,Abarrotes La Perla 96,registrado
4210,RT018,200001361,Mini Market La Esperanza 89,registrado
4210,RT012,200001944,Bodega Las Flores 21,registrado
4210,RT012,200002034,Comercial La Fortuna 26,registrado
4210,RT015,200001401,Depósito Del Norte 42,registrado
4210,RT002,200000804,Tienda El Encanto 60,registrado
4210,RT007,200000801,Minisuper Los Pinos 13,registrado
4210,RT010,200001905,Depósito La Unión 99,registrado
4210,RT015,200001020,Bodega San José 75,no registrado
4210,RT015,200001205,Depósito Del Norte 66,no registrado
4210,RT014,200000610,Super Los Pinos 70,registrado
4210,RT019,200000800,Abarrotes El Roble 38,registrado
4210,RT003,200000716,Minisuper La Esperanza 17,registrado
4210,RT018,200001326,Frutería Las Flores 16,no registrado
4210,RT002,200000854,Abarrotes El Progreso 30,no registrado
4210,RT018,200001355,Depósito Santa Cruz 65,registrado
4210,RT009,200000826,Bodega Del Valle 4,registrado
4210,RT017,200000462,Depósito Del Valle 29,no registrado
4210,RT017,200001109,Tienda El Sol 23,registrado
4210,RT012,200001490,Super La Fortuna 65,registrado
4210,RT012,200001519,Minisuper Santa Fe 86,registrado
4210,RT014,200000836,Mercadito Los Alamos 75,registrado
4210,RT004,200000862,Abarrotes Los Pinos 25,no registrado
4210,RT015,200000832,Comercial Santa Cruz 38,registrado
4210,RT015,200001324,Depósito Del Norte 33,no registrado
4210,RT017,200002036,Depósito El Roble 72,registrado
4210,RT017,200000829,Abarrotes La Fortuna 91,registrado
4210,RT014,200000778,Bodega La Victoria 67,registrado
4210,RT002,200000856,Super El Progreso 80,no registrado
4210,RT005,200000132,Super San José 31,registrado
4210,RT002,200000695,Frutería La Victoria 45,no registrado
4210,RT004,200000146,Mercadito La Fortuna 48,registrado
4210,RT018,200001337,Frutería San José 27,registrado
4210,RT015,200000766,Comercial El Encanto 58,no registrado
4210,RT007,200000900,Super Del Norte 86,registrado
4210,RT014,200000809,Frutería La Fortuna 65,no registrado
4210,RT015,200001524,Comercial La Esperanza 58,registrado
4210,RT018,200001113,Comercial La Esperanza 52,registrado
4210,RT004,200000175,Abarrotes Buena Vista 63,no registrado
4210,RT012,200001943,Tienda Las Flores 40,registrado
4210,RT015,200000342,Bodega El Progreso 21,registrado
4210,RT004,200000863,Minisuper Los Pinos 95,registrado
4210,RT008,200001356,Comercial El Progreso 79,registrado
4210,RT018,200001356,Comercial El Progreso 79,registrado
4210,RT014,200000638,Mini Market Santa Cruz 88,registrado
4210,RT007,200000797,Minisuper El Roble 97,registrado
4210,RT018,200000835,Comercial Santa Cruz 84,registrado
4210,RT014,200000630,Super La Unión 90,no registrado
4210,RT009,200000796,Abarrotes La Victoria 65,registrado
4210,RT014,200000622,Mercadito El Sol 46,registrado
4210,RT015,200001261,Tienda La Victoria 17,no registrado
4210,RT009,200000918,Mercadito Las Flores 19,registrado
4210,RT012,200001788,Minisuper El Mirador 40,registrado
4210,RT017,200002027,Bodega El Sol 22,no registrado
4210,RT008,200000212,Bodega Del Valle 82,registrado
4210,RT015,200001432,Super Santa Fe 40,registrado
4210,RT017,200001008,Mini Market La Victoria 86,registrado
4210,RT014,200000665,Tienda El Progreso 98,registrado
4210,RT012,200001697,Abarrotes Buena Vista 42,no registrado
4210,RT017,200002028,Abarrotes Los Pinos 54,registrado
4210,RT012,200001774,Comercial El Trebol 96,registrado
4210,RT012,200001760,Frutería Del Norte 89,registrado
4210,RT012,200001805,Abarrotes Las Flores 56,registrado
4210,RT015,200000049,Tienda La Unión 26,registrado
4210,RT010,200000690,Mercadito Del Valle 45,registrado
4210,RT016,200000655,Abarrotes Las Flores 22,registrado
4210,RT015,200001204,Abarrotes El Roble 45,no registrado
4210,RT017,200002043,Depósito La Fortuna 70,registrado
4210,RT019,200000883,Mini Market Buena Vista 97,registrado
4210,RT014,200000623,Mini Market El Roble 11,registrado
4210,RT012,200001906,Comercial El Mirador 14,registrado
4210,RT011,200000395,Comercial Del Valle 52,no registrado
4210,RT016,200001526,Mercadito Del Valle 36,registrado
4210,RT018,200001462,Bodega La Esperanza 86,registrado
4210,RT018,200000760,Abarrotes Santa Fe 99,registrado
4210,RT015,200000861,Minisuper La Perla 19,registrado
4210,RT022,200000599,Mercadito Del Norte 50,registrado
4210,RT015,200000491,Mercadito Los Alamos 27,no registrado
4210,RT010,200000846,Mini Market El Encanto 17,registrado
4210,RT020,200001330,Mercadito San José 98,registrado
4210,RT004,200001022,Abarrotes Buena Vista 51,registrado
4210,RT017,200001010,Bodega Del Valle 60,no registrado
4210,RT012,200001530,Bodega El Encanto 9,registrado
4210,RT002,200000890,Bodega La Victoria 90,no registrado
4210,RT019,200000890,Bodega La Victoria 90,no registrado
4210,RT019,200000761,Mini Market San José 84,registrado
4210,RT008,200000176,Super Los Alamos 44,no registrado
4210,RT010,200000176,Super Los Alamos 44,no registrado
4210,RT011,200000152,Comercial El Sol 27,registrado
4210,RT007,200000290,Bodega Los Alamos 16,no registrado
4210,RT004,200001569,Comercial El Trebol 7,registrado
4210,RT014,200000659,Tienda Buena Vista 90,no registrado
4210,RT012,200001959,Frutería La Perla 78,registrado
4210,RT004,200000446,Frutería Del Norte 57,registrado
4210,RT022,200000595,Bodega El Progreso 80,no registrado
4210,RT016,200001053,Mercadito Los Alamos 50,registrado
4210,RT016,200001055,Minisuper El Encanto 92,registrado
4210,RT009,200000641,Abarrotes Santa Fe 8,no registrado
4210,RT016,200001219,Bodega El Sol 15,registrado
4210,RT007,200001907,Tienda Del Norte 16,registrado
4210,RT004,200001144,Bodega El Trebol 55,no registrado
4210,RT017,200001144,Bodega El Trebol 55,no registrado
4210,RT014,200001499,Bodega El Sol 95,no registrado
4210,RT019,200001499,Bodega El Sol 95,no registrado
4210,RT014,200000609,Mercadito Santa Fe 69,registrado
4210,RT016,200000008,Bodega La Victoria 22,no registrado
4210,RT016,200001977,Depósito San José 19,registrado
4210,RT002,200001985,Comercial Santa Cruz 49,registrado
4210,RT003,200000728,Super San José 36,registrado
4210,RT014,200001496,Super La Fortuna 29,registrado
4210,RT022,200000678,Abarrotes El Progreso 57,registrado
4210,RT015,200000553,Depósito Santa Cruz 67,registrado
4210,RT002,200001545,Super La Esperanza 12,no registrado
4210,RT006,200000910,Frutería San José 31,registrado
4210,RT021,200000060,Bodega Buena Vista 56,registrado
4210,RT017,200001710,Mercadito El Mirador 26,registrado
4210,RT017,200001184,Tienda El Roble 5,no registrado
4210,RT006,200001839,Minisuper La Perla 99,registrado
4210,RT021,200001200,Comercial La Unión 19,no registrado
4210,RT014,200001534,Comercial Santa Fe 59,registrado
4210,RT019,200001677,Comercial La Victoria 8,no registrado
4210,RT002,200002002,Comercial Las Flores 94,registrado
4210,RT002,200000299,Tienda El Trebol 1,registrado
4210,RT018,200000537,Depósito Las Flores 29,registrado
4210,RT009,200001712,Abarrotes Los Alamos 47,registrado
4210,RT006,200000515,Mercadito El Sol 57,registrado
4210,RT019,200000515,Mercadito El Sol 57,registrado
4210,RT006,200001305,Abarrotes Las Flores 90,registrado
4210,RT004,200001562,Minisuper El Roble 57,registrado
4210,RT018,200001667,Comercial Buena Vista 62,registrado
4210,RT019,200000397,Tienda La Victoria 76,registrado
4210,RT004,200000416,Comercial El Mirador 63,registrado
4210,RT014,200001918,Mercadito La Perla 86,no registrado
4210,RT020,200001461,Frutería Los Pinos 72,registrado
4210,RT006,200001863,Abarrotes El Trebol 7,registrado
4210,RT017,200001241,Frutería Las Flores 56,registrado
4210,RT009,200000563,Comercial El Encanto 95,no registrado
4210,RT002,200001468,Bodega La Unión 67,registrado
4210,RT018,200000394,Depósito El Sol 99,registrado
4210,RT021,200001322,Super La Perla 12,registrado
4210,RT012,200000585,Minisuper Del Norte 63,no registrado
4210,RT021,200001770,Super La Victoria 10,registrado
4210,RT006,200000913,Mini Market El Mirador 68,registrado
4210,RT014,200001583,Comercial El Trebol 76,no registrado
4210,RT004,200000120,Bodega El Roble 97,registrado
4210,RT009,200001527,Bodega La Fortuna 6,registrado
4210,RT009,200000601,Mini Market Santa Fe 8,no registrado
4210,RT016,200000604,Tienda Santa Fe 1,registrado
4210,RT011,200001494,Super Los Alamos 65,no registrado
4210,RT021,200000387,Mercadito La Unión 43,no registrado
4210,RT004,200001142,Depósito Los Pinos 1,no registrado
4210,RT007,200000037,Mini Market El Progreso 73,no registrado
4210,RT016,200000621,Tienda El Encanto 76,registrado
4210,RT011,200001165,Tienda El Sol 92,registrado
4210,RT016,200002047,Bodega Los Pinos 46,registrado
4210,RT014,200001208,Depósito La Unión 48,registrado
4210,RT014,200000731,Super El Mirador 99,registrado
4210,RT014,200000986,Depósito El Progreso 66,registrado
4210,RT014,200000950,Depósito El Encanto 98,registrado
4210,RT021,200001301,Mercadito Santa Fe 45,registrado
4210,RT002,200001958,Bodega El Roble 90,registrado
4210,RT006,200001704,Mercadito El Progreso 26,registrado
4210,RT014,200001443,Abarrotes La Victoria 54,no registrado
4210,RT006,200000990,Frutería El Progreso 30,registrado
4210,RT014,200001382,Bodega La Esperanza 58,registrado
4210,RT014,200000642,Depósito El Trebol 87,registrado
4210,RT003,200000534,Depósito El Roble 13,no registrado
4210,RT006,200000967,Super Del Norte 6,registrado
4210,RT007,200000476,Mercadito Las Flores 51,registrado
4210,RT006,200001154,Super Los Alamos 78,no registrado
4210,RT009,200000461,Comercial Del Norte 57,no registrado
4210,RT021,200001379,Mini Market El Trebol 31,no registrado
4210,RT004,200000946,Frutería La Perla 12,registrado
4210,RT005,200000843,Super San José 32,registrado
4210,RT006,200001680,Frutería El Progreso 63,no registrado
4210,RT019,200000332,Depósito El Trebol 43,no registrado
4210,RT021,200001460,Mini Market San José 22,no registrado
4210,RT014,200001593,Frutería Santa Cruz 63,registrado
4210,RT017,200001146,Super Del Norte 49,registrado
4210,RT021,200001810,Mercadito El Roble 24,no registrado
4210,RT011,200001027,Mini Market La Perla 98,registrado
4210,RT002,200001571,Comercial Santa Cruz 16,registrado
4210,RT006,200001950,Frutería Las Flores 77,registrado
4210,RT003,200001850,Minisuper Los Alamos 81,registrado
4210,RT006,200001873,Comercial Los Alamos 60,registrado
4210,RT021,200001665,Frutería La Perla 7,registrado
4210,RT012,200001964,Depósito Los Pinos 57,registrado
4210,RT015,200000300,Mini Market La Esperanza 64,no registrado
4210,RT010,200000502,Comercial Buena Vista 53,registrado
4210,RT011,200001229,Mini Market El Trebol 37,registrado
4210,RT012,200000418,Super San José 90,registrado
4210,RT008,200001482,Comercial San José 4,no registrado
4210,RT021,200000359,Comercial San José 79,registrado
4210,RT018,200000479,Comercial El Sol 41,registrado
4210,RT021,200001829,Bodega El Progreso 80,no registrado
4210,RT011,200000449,Super Santa Fe 93,no registrado
4210,RT002,200001404,Mini Market El Sol 17,registrado
4210,RT009,200001477,Depósito El Trebol 39,registrado
4210,RT003,200000530,Abarrotes La Fortuna 93,no registrado
4210,RT009,200001497,Bodega El Roble 69,no registrado
4210,RT020,200000069,Comercial La Unión 13,registrado
4210,RT017,200001399,Mini Market El Trebol 16,registrado
4210,RT006,200001652,Mini Market Los Alamos 12,registrado
4210,RT019,200001744,Depósito Los Pinos 55,registrado
4210,RT011,200000441,Tienda El Sol 62,no registrado
4210,RT019,200001334,Mercadito El Roble 89,registrado
4210,RT016,200002045,Minisuper El Sol 63,registrado
4210,RT016,200001152,Frutería El Sol 5,registrado
4210,RT011,200001032,Comercial La Unión 19,registrado
4210,RT014,200001437,Super San José 46,registrado
4210,RT021,200000943,Mini Market Del Norte 87,no registrado
4210,RT004,200001013,Bodega Las Flores 99,no registrado
4210,RT012,200001781,Super El Roble 64,registrado
4210,RT017,200001243,Depósito El Sol 84,registrado
4210,RT016,200000634,Mercadito Del Valle 61,registrado
4210,RT017,200000579,Depósito Santa Cruz 37,registrado
4210,RT016,200001608,Tienda La Esperanza 3,registrado
4210,RT006,200001882,Comercial El Trebol 37,registrado
4210,RT008,200000056,Abarrotes La Fortuna 76,registrado
4210,RT006,200001705,Bodega El Sol 84,registrado
4210,RT019,200001764,Mercadito El Roble 20,registrado
4210,RT019,200000724,Abarrotes El Progreso 30,no registrado
4210,RT006,200000651,Depósito El Progreso 66,registrado
4210,RT016,200000651,Depósito El Progreso 66,registrado
4210,RT022,200000597,Tienda La Victoria 86,registrado
4210,RT010,200000448,Mercadito San José 17,registrado
4210,RT007,200000733,Abarrotes El Encanto 16,registrado
4210,RT016,200000022,Depósito El Trebol 21,registrado
4210,RT021,200000386,Super El Sol 91,no registrado
4210,RT009,200002020,Mini Market El Mirador 41,registrado
4210,RT015,200000531,Minisuper Santa Cruz 42,registrado
4210,RT006,200001635,Abarrotes Santa Fe 30,no registrado
4210,RT021,200001426,Mercadito Buena Vista 10,registrado
4210,RT003,200000787,Abarrotes La Unión 35,no registrado
4210,RT009,200001480,Bodega El Trebol 83,registrado
4210,RT006,200001254,Abarrotes San José 55,registrado
4210,RT009,200000542,Frutería Las Flores 53,no registrado
4210,RT017,200001274,Super El Roble 94,registrado
4210,RT014,200000671,Mercadito Las Flores 3,registrado
4210,RT004,200001082,Frutería Santa Fe 59,registrado
4210,RT019,200001817,Abarrotes Los Alamos 54,registrado
4210,RT009,200002024,Depósito Buena Vista 35,no registrado
4210,RT013,200001429,Mini Market El Sol 40,no registrado
4210,RT006,200001637,Mercadito Las Flores 94,registrado
4210,RT021,200001438,Super El Roble 61,registrado
4210,RT017,200001591,Tienda Los Pinos 36,registrado
4210,RT003,200000321,Frutería Del Valle 98,no registrado
4210,RT003,200001647,Super El Trebol 51,no registrado
4210,RT005,200000180,Super La Esperanza 73,no registrado
4210,RT003,200001725,Abarrotes Los Pinos 3,registrado
4210,RT011,200000086,Mercadito El Mirador 96,registrado
4210,RT006,200001883,Depósito Santa Cruz 32,registrado
4210,RT012,200001123,Mini Market El Progreso 81,registrado
4210,RT008,200000614,Depósito Buena Vista 89,registrado
4210,RT004,200000158,Tienda El Mirador 35,registrado
4210,RT004,200002051,Tienda Buena Vista 34,registrado
4210,RT006,200000068,Mercadito Buena Vista 72,registrado
4210,RT006,200001766,Super Del Norte 44,registrado
4210,RT022,200001709,Tienda El Roble 14,registrado
4210,RT005,200000577,Frutería La Perla 5,registrado
4210,RT005,200000456,Abarrotes Del Valle 71,registrado
4210,RT016,200000947,Depósito El Encanto 99,registrado
4210,RT003,200001715,Depósito Santa Fe 81,registrado
4210,RT002,200001998,Minisuper Del Norte 78,registrado
4210,RT003,200001057,Frutería Del Valle 31,registrado
4210,RT016,200002053,Comercial Del Norte 57,registrado
4210,RT008,200001726,Bodega Del Valle 11,registrado
4210,RT007,200000549,Super La Perla 66,registrado
4210,RT006,200001671,Bodega Las Flores 61,registrado
4210,RT019,200001602,Super La Unión 26,no registrado
4210,RT019,200001198,Mini Market La Esperanza 60,registrado
4210,RT014,200002038,Comercial Las Flores 71,registrado
4210,RT002,200000776,Tienda La Esperanza 13,registrado
4210,RT006,200001302,Mini Market La Esperanza 2,no registrado
4210,RT016,200000735,Depósito El Encanto 68,registrado
4210,RT014,200001775,Mercadito La Unión 80,no registrado
4210,RT014,200001371,Mini Market La Fortuna 29,registrado
4210,RT014,200000707,Frutería El Progreso 15,registrado
4210,RT006,200000771,Frutería Del Norte 22,registrado
4210,RT019,200000771,Frutería Del Norte 22,registrado
4210,RT020,200000848,Minisuper La Victoria 77,registrado
4210,RT008,200000085,Mini Market El Progreso 87,registrado
4210,RT003,200001875,Depósito La Perla 84,registrado
4210,RT002,200001748,Super La Victoria 71,registrado
4210,RT009,200000527,Super La Fortuna 3,registrado
4210,RT017,200001575,Mercadito El Mirador 16,no registrado
4210,RT004,200001418,Mini Market Santa Cruz 40,registrado
4210,RT005,200000272,Tienda Los Alamos 25,registrado
4210,RT019,200001391,Mini Market El Sol 49,registrado
4210,RT012,200000401,Super El Sol 64,registrado
4210,RT012,200002012,Bodega El Progreso 60,registrado
4210,RT006,200001058,Abarrotes La Unión 72,registrado
4210,RT004,200001197,Mini Market La Victoria 94,registrado
4210,RT019,200000365,Mini Market La Fortuna 63,registrado
4210,RT021,200000320,Minisuper El Sol 94,registrado
4210,RT021,200000352,Minisuper Santa Fe 17,registrado
4210,RT019,200000978,Abarrotes La Esperanza 76,registrado
4210,RT014,200000246,Abarrotes Del Norte 25,registrado
4210,RT002,200001125,Mini Market La Esperanza 25,registrado
4210,RT017,200000535,Bodega Santa Fe 19,registrado
4210,RT004,200001915,Minisuper La Perla 29,registrado
4210,RT021,200001685,Depósito Del Valle 94,registrado
4210,RT006,200001703,Mini Market El Roble 41,registrado
4210,RT002,200001031,Minisuper El Mirador 97,registrado
4210,RT002,200000528,Depósito San José 88,registrado
4210,RT021,200000117,Frutería Los Pinos 30,registrado
4210,RT007,200000702,Comercial La Perla 59,registrado
4210,RT008,200001603,Mini Market Del Valle 85,no registrado
4210,RT004,200000032,Super El Trebol 95,registrado
4210,RT008,200001688,Abarrotes Buena Vista 41,no registrado
4210,RT014,200000662,Bodega Las Flores 95,registrado
4210,RT004,200000195,Comercial Buena Vista 86,registrado
4210,RT015,200001323,Depósito El Trebol 89,registrado
4210,RT015,200000326,Minisuper Santa Fe 78,no registrado
4210,RT006,200001111,Tienda La Victoria 90,registrado
4210,RT019,200001754,Minisuper San José 25,registrado
4210,RT019,200001561,Bodega El Trebol 60,registrado
4210,RT007,200000703,Super Del Valle 24,registrado
4210,RT008,200001504,Bodega Las Flores 5,registrado
4210,RT008,200000091,Minisuper El Progreso 73,registrado
4210,RT014,200001759,Frutería La Fortuna 99,registrado
4210,RT019,200001845,Super Las Flores 38,registrado
4210,RT011,200001679,Comercial Los Alamos 50,registrado
4210,RT009,200001706,Depósito Santa Fe 86,registrado
4210,RT003,200000048,Depósito El Progreso 23,registrado
4210,RT006,200001722,Mercadito El Trebol 47,no registrado
4210,RT006,200001516,Mini Market La Fortuna 17,registrado
4210,RT007,200001974,Comercial Santa Fe 5,registrado
4210,RT008,200001339,Comercial El Encanto 27,no registrado
4210,RT008,200001456,Tienda El Mirador 81,registrado
4210,RT009,200000333,Super El Encanto 66,registrado
4210,RT012,200000428,Minisuper San José 20,registrado
4210,RT019,200001516,Mini Market La Fortuna 17,registrado
4210,RT021,200001312,Mini Market El Encanto 42,registrado
4210,RT003,200001864,Bodega La Unión 35,no registrado
4210,RT009,200001435,Minisuper Santa Fe 7,registrado
4210,RT017,200001240,Bodega San José 25,no registrado
4210,RT017,200001247,Minisuper El Encanto 6,registrado
4210,RT006,200001655,Bodega Los Alamos 73,no registrado
4210,RT021,200000363,Bodega El Encanto 31,no registrado
4210,RT008,200001232,Bodega San José 27,registrado
4210,RT002,200000106,Super Del Norte 46,registrado
4210,RT009,200000382,Super La Fortuna 68,registrado
4210,RT011,200001486,Tienda Del Valle 96,no registrado
4210,RT021,200000375,Mini Market El Mirador 76,registrado
4210,RT011,200001779,Tienda El Roble 30,no registrado
4210,RT008,200001590,Comercial La Victoria 56,registrado
4210,RT003,200001284,Frutería El Mirador 48,registrado
4210,RT009,200000331,Mini Market Buena Vista 81,registrado
4210,RT006,200001711,Comercial El Progreso 96,registrado
4210,RT006,200002044,Comercial Los Pinos 92,registrado
4210,RT014,200000667,Minisuper La Esperanza 63,registrado
4210,RT020,200000006,Abarrotes El Trebol 26,registrado
4210,RT020,200000571,Comercial La Victoria 47,no registrado
4210,RT020,200001120,Super Los Pinos 82,registrado
4210,RT019,200001199,Comercial La Victoria 66,registrado
4210,RT020,200001064,Minisuper El Encanto 95,registrado
4210,RT011,200000015,Minisuper Los Pinos 68,no registrado
4210,RT012,200000015,Minisuper Los Pinos 68,no registrado
4210,RT015,200001389,Frutería La Perla 14,registrado
4210,RT019,200000258,Bodega Del Norte 91,registrado
4210,RT009,200000649,Mercadito Los Pinos 24,no registrado
4210,RT004,200001913,Minisuper El Mirador 90,registrado
4210,RT002,200000640,Minisuper La Victoria 21,no registrado
4210,RT006,200001720,Bodega El Roble 26,registrado
4210,RT021,200001373,Mercadito Las Flores 3,no registrado
4210,RT005,200000220,Minisuper Santa Fe 35,registrado
4210,RT008,200000940,Abarrotes El Sol 72,no registrado
4210,RT004,200001014,Bodega Santa Fe 17,registrado
4210,RT008,200000067,Super Del Norte 89,no registrado
4210,RT008,200001579,Comercial Los Alamos 82,no registrado
4210,RT007,200002040,Super El Trebol 95,no registrado
4210,RT010,200000440,Depósito El Mirador 64,registrado
4210,RT009,200000435,Bodega El Mirador 61,no registrado
4210,RT006,200001723,Mini Market Buena Vista 51,registrado
4210,RT004,200000161,Frutería La Perla 3,no registrado
4210,RT019,200001846,Comercial Santa Cruz 54,registrado
4210,RT004,200000471,Minisuper Santa Cruz 23,no registrado
4210,RT009,200000473,Minisuper Santa Fe 14,no registrado
4210,RT019,200000874,Frutería Santa Fe 73,registrado
4210,RT003,200001876,Abarrotes El Trebol 55,registrado
4210,RT018,200000340,Abarrotes Buena Vista 8,registrado
4210,RT016,200000732,Super Santa Fe 71,registrado
4210,RT014,200001406,Tienda Los Alamos 26,registrado
4210,RT002,200001283,Mercadito Las Flores 42,no registrado
4210,RT018,200000349,Mini Market San José 59,registrado
4210,RT019,200000301,Abarrotes El Sol 77,registrado
4210,RT006,200001385,Abarrotes El Roble 31,no registrado
4210,RT006,200001221,Depósito El Roble 54,registrado
4210,RT006,200001395,Mini Market Santa Fe 59,registrado
4210,RT006,200001871,Bodega El Trebol 37,registrado
4210,RT017,200001694,Comercial San José 56,registrado
4210,RT019,200000782,Frutería El Roble 72,registrado
4210,RT019,200001758,Comercial Santa Fe 57,registrado
4210,RT006,200000193,Mercadito Del Valle 84,registrado
4210,RT016,200000193,Mercadito Del Valle 84,registrado
4210,RT021,200000214,Tienda La Victoria 86,registrado
4210,RT006,200001253,Bodega El Encanto 40,registrado
4210,RT008,200001230,Frutería Santa Fe 80,registrado
4210,RT016,200000939,Bodega El Sol 13,registrado
4210,RT004,200000186,Frutería El Encanto 80,registrado
4210,RT004,200001648,Bodega La Perla 86,registrado
4210,RT019,200001877,Bodega La Victoria 1,registrado
4210,RT019,200000468,Depósito Del Valle 62,registrado
4210,RT004,200001279,Frutería Del Valle 52,no registrado
4210,RT008,200001967,Mini Market Santa Cruz 17,registrado
4210,RT014,200000627,Tienda La Victoria 9,registrado
4210,RT002,200001708,Tienda El Trebol 47,no registrado
4210,RT002,200001784,Super San José 39,no registrado
4210,RT003,200000109,Bodega Los Pinos 83,registrado
4210,RT004,200000501,Depósito La Victoria 84,registrado
4210,RT006,200000837,Mini Market El Roble 22,registrado
4210,RT006,200001384,Frutería La Perla 46,registrado
4210,RT006,200001860,Frutería La Perla 29,registrado
4210,RT006,200001954,Tienda La Unión 52,registrado
4210,RT007,200001979,Bodega Santa Cruz 22,registrado
4210,RT008,200001077,Abarrotes El Trebol 83,registrado
